漢字,辞典,検字番号
南,大字源,923
南,大漢語林,1119
肉,大漢和辞典,29236
肉,日本語漢字辞典,9494
肉,新大字典,13013
肉,大字源,7824
肉,大漢語林,9151
馬,大漢和辞典,44572
馬,日本語漢字辞典,14390
馬,新大字典,19405
馬,大字源,11467
馬,大漢語林,13049
買,大漢和辞典,36708
買,日本語漢字辞典,12261
買,新大字典,16287
買,大字源,9647
買,大漢語林,11009
売,大漢和辞典,5647
売,日本語漢字辞典,2139
売,新大字典,2871
売,大字源,9679
売,大漢語林,2083
麦,大漢和辞典,47718
麦,日本語漢字辞典,15177
麦,新大字典,20720
麦,大字源,12116
麦,大漢語林,13755
半,大漢和辞典,2707
半,日本語漢字辞典,1121
半,日本語漢字辞典,1122
半,新大字典,1483
半,新大字典,1484
半,大字源,911
半,大字源,912
半,大漢語林,1108
半,大漢語林,1109
番,大漢和辞典,21858
番,日本語漢字辞典,7402
番,新大字典,10205
番,大字源,6095
番,大漢語林,7214
父,大漢和辞典,19721
父,日本語漢字辞典,6804
父,日本語漢字辞典,6805
父,新大字典,9472
父,大字源,5609
父,大字源,5610
父,大漢語林,6663
歩,大漢和辞典,16284
歩,日本語漢字辞典,5681
歩,新大字典,7833
歩,大字源,4662
歩,大漢語林,5633
風,大漢和辞典,43756
風,日本語漢字辞典,14215
風,新大字典,19085
風,大字源,11302
風,大漢語林,12897
分,大漢和辞典,1853
分,日本語漢字辞典,840
分,日本語漢字辞典,841
分,新大字典,1124
分,大字源,669
分,大字源,670
分,大漢語林,829
聞,大漢和辞典,29104
聞,日本語漢字辞典,9462
聞,新大字典,12961
聞,大字源,7797
聞,大漢語林,9125
米,大漢和辞典,26832
米,日本語漢字辞典,8733
米,新大字典,11946
米,大字源,7192
米,大漢語林,8464
母,大漢和辞典,16723
母,日本語漢字辞典,5757
母,新大字典,8056
母,大字源,4747
母,大漢語林,5713
方,大漢和辞典,13620
方,日本語漢字辞典,4479
方,新大字典,6293
方,大字源,3760
方,大漢語林,4371
北,大漢和辞典,2574
北,大漢和辞典,48945
北,日本語漢字辞典,1069
北,新大字典,1419
北,大字源,873
北,大漢語林,1056
毎,大漢和辞典,16724
毎,日本語漢字辞典,5758
毎,新大字典,8057
毎,大字源,4748
毎,大漢語林,5714
妹,大漢和辞典,6138
妹,日本語漢字辞典,2297
妹,新大字典,3109
妹,大字源,1843
妹,大漢語林,2245
万,大漢和辞典,10
万,日本語漢字辞典,17
万,新大字典,6
万,新大字典,9
万,大字源,9
万,大字源,10
万,大漢語林,13
鳴,大漢和辞典,46672
鳴,日本語漢字辞典,14928
鳴,新大字典,20321
鳴,大字源,11919
鳴,大漢語林,13542
明,大漢和辞典,13805
明,日本語漢字辞典,4558
明,日本語漢字辞典,4559
明,新大字典,6408
明,大字源,3831
明,大字源,3832
明,大漢語林,4455
毛,大漢和辞典,16772
毛,日本語漢字辞典,5770
毛,新大字典,8074
毛,大字源,4758
毛,大漢語林,5723
門,大漢和辞典,41208
門,日本語漢字辞典,13594
門,新大字典,18169
門,大字源,10766
門,大漢語林,12345
野,大漢和辞典,40133
野,日本語漢字辞典,13168
野,新大字典,17653
野,大字源,10483
野,大漢語林,11884
夜,大漢和辞典,5763
夜,日本語漢字辞典,2168
夜,新大字典,2935
夜,大字源,1745
夜,大漢語林,2113
友,大漢和辞典,3119
友,日本語漢字辞典,1238
友,新大字典,1674
友,大字源,1016
友,大漢語林,1213
曜,大漢和辞典,14227
曜,大漢和辞典,14227
曜,日本語漢字辞典,4717
曜,日本語漢字辞典,4718
曜,新大字典,6601
曜,新大字典,6602
曜,大字源,3956
曜,大字源,3957
曜,大漢語林,4622
曜,大漢語林,4623
用,大漢和辞典,21703
用,日本語漢字辞典,7331
用,新大字典,10116
用,大字源,6045
用,大漢語林,7154
来,大漢和辞典,14489
来,日本語漢字辞典,4857
来,新大字典,6733
来,大字源,263
来,大漢語林,4932
里,大漢和辞典,40131
里,日本語漢字辞典,13166
里,新大字典,17650
里,大字源,10481
里,大漢語林,11882
理,大漢和辞典,21014
理,日本語漢字辞典,7124
理,新大字典,9877
理,大字源,5877
理,大漢語林,6973
話,大漢和辞典,35441
話,日本語漢字辞典,11944
話,新大字典,15730
話,大字源,9340
話,大漢語林,10701
悪,大漢和辞典,10717
悪,日本語漢字辞典,3534
悪,新大字典,4895
悪,大字源,2856
悪,大漢語林,3340
安,大漢和辞典,7072
安,日本語漢字辞典,2528
安,新大字典,3451
安,大字源,2040
安,大漢語林,2481
暗,大漢和辞典,14065
暗,日本語漢字辞典,4659
暗,日本語漢字辞典,4660
暗,新大字典,6541
暗,大字源,3902
暗,大字源,3903
暗,大漢語林,4563
意,大漢和辞典,10921
意,日本語漢字辞典,3619
意,日本語漢字辞典,3620
意,新大字典,5024
意,新大字典,5025
意,大字源,2935
意,大字源,2936
意,大漢語林,3364
委,大漢和辞典,6181
委,日本語漢字辞典,2273
委,新大字典,3128
委,大字源,1823
委,大漢語林,2220
医,大漢和辞典,2680
医,日本語漢字辞典,1097
医,新大字典,1435
医,新大字典,1466
医,大字源,10449
医,大漢語林,1074
育,大漢和辞典,29274
育,大漢和辞典,29318
育,日本語漢字辞典,9509
育,日本語漢字辞典,9510
育,新大字典,13036
育,新大字典,13060
育,大字源,7830
育,大字源,7840
育,大漢語林,4642
育,大漢語林,4652
院,大漢和辞典,41665
院,日本語漢字辞典,13716
院,新大字典,18333
院,大字源,10864
院,大漢語林,12467
員,大漢和辞典,3633
員,日本語漢字辞典,1447
員,新大字典,1962
員,大字源,1198
員,大漢語林,1423
飲,大漢和辞典,44063
飲,日本語漢字辞典,14265
飲,新大字典,19201
飲,大字源,11356
飲,大漢語林,12938
運,大漢和辞典,38998
運,大漢和辞典,38998
運,日本語漢字辞典,12837
運,日本語漢字辞典,12838
運,新大字典,17214
運,新大字典,17215
運,大字源,10201
運,大字源,10202
運,大漢語林,11587
運,大漢語林,11588
泳,大漢和辞典,17328
泳,日本語漢字辞典,5893
泳,新大字典,8350
泳,大字源,4863
泳,大漢語林,5859
駅,大漢和辞典,44633
駅,日本語漢字辞典,14401
駅,新大字典,19420
駅,大字源,11476
駅,大漢語林,13059
横,大漢和辞典,15484
横,日本語漢字辞典,5380
横,新大字典,7359
横,大字源,4443
横,大漢語林,5398
央,大漢和辞典,5840
央,日本語漢字辞典,2183
央,新大字典,2959
央,大字源,1757
央,大漢語林,2128
屋,大漢和辞典,7684
屋,日本語漢字辞典,2700
屋,新大字典,3704
屋,大字源,2186
屋,大漢語林,2663
温,大漢和辞典,17774
温,日本語漢字辞典,6176
温,新大字典,8612
温,大字源,5082
温,大漢語林,6092
荷,大漢和辞典,31000
荷,大漢和辞典,31000
荷,日本語漢字辞典,10234
荷,日本語漢字辞典,10235
荷,新大字典,13815
荷,新大字典,13816
荷,大字源,8285
荷,大字源,8286
荷,大漢語林,9452
荷,大漢語林,9453
開,大漢和辞典,41233
開,大漢和辞典,41298
開,日本語漢字辞典,13606
開,新大字典,18179
開,新大字典,18204
開,大字源,10774
開,大漢語林,12353
界,大漢和辞典,21775
界,日本語漢字辞典,7354
界,新大字典,10162
界,大字源,6067
界,大漢語林,7177
階,大漢和辞典,41755
階,日本語漢字辞典,13756
階,新大字典,18380
階,大字源,10898
階,大漢語林,12506
館,大漢和辞典,44237
館,大漢和辞典,44237
館,日本語漢字辞典,14320
館,日本語漢字辞典,14321
館,新大字典,19284
館,新大字典,19285
館,大字源,11401
館,大字源,11402
館,大漢語林,12983
館,大漢語林,12984
感,大漢和辞典,10953
感,日本語漢字辞典,3625
感,新大字典,5042
感,大字源,2943
感,大漢語林,3366
寒,大漢和辞典,7239
寒,日本語漢字辞典,2597
寒,日本語漢字辞典,2598
寒,新大字典,3536
寒,新大字典,3537
寒,大字源,625
寒,大字源,626
寒,大漢語林,2551
寒,大漢語林,2552
漢,大漢和辞典,18068
漢,大漢和辞典,18153
漢,日本語漢字辞典,6258
漢,日本語漢字辞典,6259
漢,新大字典,8694
漢,新大字典,8813
漢,大字源,5145
漢,大字源,5194
漢,大漢語林,6170
漢,大漢語林,6171
岸,大漢和辞典,8009
岸,日本語漢字辞典,2756
岸,新大字典,3816
岸,大字源,2229
岸,大漢語林,2718
起,大漢和辞典,37048
起,大漢和辞典,49743
起,日本語漢字辞典,12358
起,日本語漢字辞典,12359
起,新大字典,16438
起,新大字典,16439
起,大字源,9737
起,大字源,9738
起,大漢語林,11101
起,大漢語林,11102
期,大漢和辞典,14378
期,日本語漢字辞典,4786
期,日本語漢字辞典,4787
期,新大字典,6697
期,大字源,4010
期,大字源,4011
期,大漢語林,4771
客,大漢和辞典,7128
客,日本語漢字辞典,2559
客,新大字典,3475
客,大字源,2065
客,大漢語林,2510
急,大漢和辞典,10475
急,日本語漢字辞典,3450
急,日本語漢字辞典,3451
急,新大字典,4803
急,新大字典,4804
急,大字源,2783
急,大字源,2784
急,大漢語林,3309
急,大漢語林,3310
級,大漢和辞典,27258
級,大漢和辞典,27294
級,日本語漢字辞典,8855
級,日本語漢字辞典,8856
級,新大字典,12087
級,新大字典,12123
級,大字源,7273
級,大字源,7283
級,大漢語林,8562
級,大漢語林,8563
球,大漢和辞典,21011
球,日本語漢字辞典,7110
球,新大字典,9875
球,大字源,5869
球,大漢語林,6957
究,大漢和辞典,25409
究,日本語漢字辞典,8326
究,新大字典,11459
究,大字源,6893
究,大漢語林,8086
去,大漢和辞典,3070
去,日本語漢字辞典,1218
去,新大字典,1647
去,大字源,1002
去,大漢語林,1195
橋,大漢和辞典,15526
橋,日本語漢字辞典,5455
橋,新大字典,7474
橋,大字源,4495
橋,大漢語林,5451
業,大漢和辞典,15170
業,日本語漢字辞典,5235
業,新大字典,7244
業,大字源,4334
業,大漢語林,5279
曲,大漢和辞典,14280
曲,日本語漢字辞典,4731
曲,新大字典,6618
曲,大字源,3969
曲,大漢語林,4414
局,大漢和辞典,7653
局,日本語漢字辞典,2690
局,新大字典,3691
局,大字源,2177
局,大漢語林,2655
銀,大漢和辞典,40355
銀,日本語漢字辞典,13289
銀,新大字典,17778
銀,大字源,10550
銀,大漢語林,12016
苦,大漢和辞典,30797
苦,大漢和辞典,30797
苦,日本語漢字辞典,10043
苦,日本語漢字辞典,10044
苦,新大字典,13689
苦,新大字典,13690
苦,大字源,8204
苦,大字源,8205
苦,大漢語林,9347
苦,大漢語林,9348
区,大漢和辞典,2674
区,日本語漢字辞典,1089
区,新大字典,1428
区,大字源,898
区,大漢語林,1063
具,大漢和辞典,1473
具,日本語漢字辞典,703
具,日本語漢字辞典,704
具,新大字典,915
具,新大字典,916
具,大字源,556
具,大字源,557
具,大漢語林,706
具,大漢語林,707
宮,大漢和辞典,7156
宮,日本語漢字辞典,2573
宮,新大字典,3491
宮,大字源,2074
宮,大漢語林,2522
君,大漢和辞典,3323
君,日本語漢字辞典,1329
君,新大字典,1783
君,大字源,1094
君,大漢語林,1289
化,大漢和辞典,2572
化,日本語漢字辞典,1066
化,日本語漢字辞典,1067
化,新大字典,1415
化,新大字典,1416
化,大字源,127
化,大字源,128
化,大漢語林,1054
化,大漢語林,1055
軽,大漢和辞典,38281
軽,日本語漢字辞典,12577
軽,新大字典,16859
軽,大字源,9959
軽,大漢語林,11340
係,大漢和辞典,663
係,日本語漢字辞典,364
係,新大字典,509
係,大字源,273
係,大漢語林,355
血,大漢和辞典,33964
血,日本語漢字辞典,11493
血,新大字典,15070
血,大字源,8966
血,大漢語林,10278
決,大漢和辞典,17174
決,日本語漢字辞典,5856
決,新大字典,8245
決,大字源,4830
決,大漢語林,5822
県,大漢和辞典,23210
県,日本語漢字辞典,7720
県,新大字典,10645
県,大字源,7478
県,大漢語林,7512
研,大漢和辞典,24080
研,日本語漢字辞典,7901
研,新大字典,10923
研,大字源,6555
研,大漢語林,7682
湖,大漢和辞典,17836
湖,日本語漢字辞典,6186
湖,新大字典,8654
湖,大字源,5089
湖,大漢語林,6102
庫,大漢和辞典,9330
庫,日本語漢字辞典,3129
庫,新大字典,4372
庫,大字源,2510
庫,大漢語林,3045
幸,大漢和辞典,9176
幸,日本語漢字辞典,3088
幸,新大字典,4304
幸,新大字典,4306
幸,大字源,2480
幸,大漢語林,3011
向,大漢和辞典,3301
向,日本語漢字辞典,1309
向,新大字典,1776
向,大字源,1070
向,大漢語林,1267
港,大漢和辞典,17783
港,大漢和辞典,17783
港,日本語漢字辞典,6189
港,日本語漢字辞典,6190
港,新大字典,8623
港,新大字典,8624
港,大字源,5090
港,大字源,5091
港,大漢語林,6103
港,大漢語林,6104
号,大漢和辞典,3256
号,日本語漢字辞典,1271
号,新大字典,1747
号,新大字典,1749
号,大字源,1049
号,大漢語林,1240
根,大漢和辞典,14745
根,日本語漢字辞典,5027
根,新大字典,6958
根,大字源,4191
根,大漢語林,5091
祭,大漢和辞典,24700
祭,日本語漢字辞典,8120
祭,新大字典,11221
祭,大字源,6724
祭,大漢語林,7895
皿,大漢和辞典,22941
皿,日本語漢字辞典,7667
皿,新大字典,10560
皿,大字源,6320
皿,大漢語林,7462
指,大漢和辞典,12034
指,日本語漢字辞典,4027
指,新大字典,5539
指,大字源,3329
指,大漢語林,3947
始,大漢和辞典,6166
始,日本語漢字辞典,2281
始,新大字典,3119
始,大字源,1829
始,大漢語林,2227
歯,大漢和辞典,16323
歯,日本語漢字辞典,15320
歯,新大字典,20992
歯,新大字典,20994
歯,大字源,12251
歯,大漢語林,13884
死,大漢和辞典,16365
死,日本語漢字辞典,5696
死,新大字典,7876
死,大字源,4679
死,大漢語林,5651
詩,大漢和辞典,35427
詩,日本語漢字辞典,11927
詩,新大字典,15724
詩,大字源,9324
詩,大漢語林,10678
仕,大漢和辞典,368
仕,日本語漢字辞典,211
仕,新大字典,303
仕,大字源,143
仕,大漢語林,179
使,大漢和辞典,573
使,日本語漢字辞典,329
使,日本語漢字辞典,330
使,新大字典,448
使,大字源,239
使,大字源,240
使,大漢語林,310
次,大漢和辞典,15992
次,大漢和辞典,15992
次,日本語漢字辞典,5630
次,日本語漢字辞典,5631
次,新大字典,7727
次,新大字典,7728
次,大字源,4610
次,大字源,4611
次,大漢語林,5584
次,大漢語林,5585
持,大漢和辞典,12019
持,日本語漢字辞典,4029
持,新大字典,5536
持,大字源,3331
持,大漢語林,3949
事,大漢和辞典,241
