漢字,漢字構成
料,米＋斗
輪,輪
輪,車＋侖
輪,車＋亼＋冂＋卄
輪,車＋人＋一＋冂＋丨
類,類
類,类＋頁
類,米＋大＋頁
類,米＋犬＋頁
令,令
令,亼＋龴
令,亽＋龴
令,人＋一＋龴
令,人＋丶＋龴
冷,冷
冷,冫＋令
冷,冫＋亼＋龴
冷,冫＋亽＋龴
冷,冫＋人＋一＋龴
冷,冫＋人＋丶＋龴
例,例
例,亻＋列
例,亻＋歹＋刂
例,亻＋一＋夕＋刂
歴,歴
歴,厂＋林＋止
歴,厂＋木＋止
連,連
連,辶＋車
老,老
老,耂＋匕
労,労
労,⺍＋冖＋力
録,録
録,金＋录
録,金＋彐＋氺
圧,圧
圧,厂＋土
移,移
移,禾＋多
移,禾＋夕
因,因
因,囗＋大
永,永
衛,衛
衛,行＋韋
衛,彳＋亍＋口＋㐄
衛,彳＋一＋丁＋口＋㐄
衛,彳＋二＋亅＋口＋㐄
衛,彳＋一＋亅＋口＋㐄
営,営
営,⺍＋冖＋呂
営,⺍＋冖＋口＋丿
益,益
益,䒑＋八＋皿
益,丷＋一＋八＋皿
易,易
易,日＋勿
易,日＋勹＋丿
液,液
液,氵＋夜
液,氵＋亠＋亻
演,演
演,氵＋寅
演,氵＋宀＋一＋由＋八
桜,桜
桜,木＋⺍＋女
応,応
応,广＋心
往,往
往,彳＋主
往,彳＋丶＋王
恩,恩
恩,因＋心
恩,囗＋大＋心
価,価
価,亻＋覀
価,亻＋襾
価,亻＋西
価,亻＋一＋儿＋口
過,過
過,辶＋咼
過,辶＋冎＋口
可,可
可,丁＋口
可,一＋亅＋口
河,河
河,氵＋可
河,氵＋丁＋口
河,氵＋一＋亅＋口
仮,仮
仮,亻＋反
仮,亻＋厂＋又
賀,賀
賀,加＋貝
賀,力＋口＋貝
解,解
解,角＋刀＋牛
快,快
快,忄＋夬
快,忄＋大
確,確
確,石＋隺
確,丆＋口＋冖＋隹
確,一＋丿＋口＋冖＋隹
格,格
格,木＋各
格,木＋夂＋口
額,額
額,客＋頁
額,宀＋各＋頁
額,宀＋夂＋口＋頁
慣,慣
慣,忄＋貫
慣,忄＋毌＋貝
幹,幹
幹,龺＋人＋干
幹,十＋日＋人＋干
刊,刊
刊,干＋刂
眼,眼
眼,目＋艮
規,規
規,夫＋見
規,二＋人＋見
規,一＋人＋見
基,基
基,其＋土
基,卄＋一＋八＋土
基,一＋丨＋八＋土
寄,寄
寄,宀＋奇
寄,宀＋大＋可
寄,宀＋大＋丁＋口
寄,宀＋大＋一＋亅＋口
技,技
技,扌＋支
技,扌＋十＋又
義,義
義,⺷＋我
義,䒑＋丨＋一＋我
義,丷＋一＋丨＋我
逆,逆
逆,辶＋屰
逆,辶＋䒑＋屮
逆,辶＋丷＋一＋凵＋丿
逆,辶＋丷＋一＋凵＋丨
旧,旧
旧,丨＋日
久,久
許,許
許,言＋午
居,居
居,尸＋古
居,尸＋十＋口
境,境
境,土＋竟
境,土＋音＋儿
境,土＋立＋日＋儿
均,均
均,土＋匀
均,土＋勻
均,土＋勹＋冫
均,土＋勹＋二
均,土＋勹＋一
禁,禁
禁,林＋示
禁,木＋示
句,句
句,勹＋口
群,群
群,君＋羊
群,尹＋口＋羊
経,経
経,糸＋圣
経,幺＋小＋又＋土
潔,潔
潔,氵＋絜
潔,氵＋㓞＋糸
潔,氵＋丰＋刀＋幺＋小
潔,氵＋丯＋刀＋幺＋小
潔,氵＋三＋丨＋刀＋幺＋小
潔,氵＋彡＋丨＋刀＋幺＋小
潔,氵＋一＋丨＋刀＋幺＋小
険,険
険,阝＋㑒
険,阝＋亼＋口＋人
険,阝＋人＋一＋口
検,検
検,木＋㑒
検,木＋亼＋口＋人
検,木＋人＋一＋口
券,券
券,龹＋刀
券,丷＋二＋人＋刀
券,八＋二＋人＋刀
券,丷＋一＋人＋刀
券,八＋一＋人＋刀
件,件
件,亻＋牛
現,現
現,王＋見
限,限
限,阝＋艮
減,減
減,氵＋咸
減,氵＋戌＋口
減,氵＋戊＋一＋口
減,氵＋丿＋戈＋一＋口
個,個
個,亻＋固
個,亻＋囗＋古
個,亻＋囗＋十＋口
故,故
故,古＋攵
故,十＋口＋攵
護,護
護,言＋蒦
護,言＋艹＋隻
護,言＋艹＋隹＋又
効,効
効,交＋力
効,亠＋父＋力
効,亠＋八＋乂＋力
効,亠＋八＋丿＋力
講,講
講,言＋冓
講,言＋井＋再
講,言＋二＋丿＋丨＋一＋冉
講,言＋一＋丿＋丨＋冂
構,構
構,木＋冓
構,木＋井＋再
構,木＋二＋丿＋丨＋一＋冉
構,木＋一＋丿＋丨＋冂
鉱,鉱
鉱,金＋広
鉱,金＋广＋厶
耕,耕
耕,耒＋井
耕,一＋未＋二＋丿＋丨
耕,丿＋一＋木＋丨
厚,厚
厚,厂＋㫗
厚,厂＋日＋子
興,興
興,⺽＋同＋一＋八
興,⺽＋冂＋一＋口＋八
混,混
混,氵＋昆
混,氵＋日＋比
査,査
査,木＋且
災,災
災,巛＋火
採,採
採,扌＋采
採,扌＋爫＋木
妻,妻
妻,一＋彐＋丨＋女
際,際
際,阝＋祭
際,阝＋示
再,再
再,一＋冉
再,一＋冂＋丨
在,在
在,一＋丿＋丨＋土
罪,罪
罪,罒＋非
財,財
財,貝＋才
雑,雑
雑,杂＋隹
雑,九＋木＋隹
雑,九＋朩＋隹
賛,賛
賛,㚘＋貝
賛,夫＋貝
賛,二＋人＋貝
賛,一＋人＋貝
酸,酸
酸,酉＋夋
酸,酉＋厶＋八＋夂
酸,酉＋允＋夂
酸,酉＋厶＋儿＋夂
支,支
支,十＋又
資,資
資,次＋貝
資,冫＋欠＋貝
資,冫＋丿＋乛＋人＋貝
師,師
師,𠂤＋帀
師,丿＋㠯＋一＋巾
志,志
志,士＋心
飼,飼
飼,食＋司
飼,食＋一＋口
枝,枝
枝,木＋支
枝,木＋十＋又
示,示
似,似
似,亻＋以
識,識
識,言＋戠
識,言＋音＋戈
識,言＋立＋日＋戈
質,質
質,斦＋貝
質,斤＋貝
謝,謝
謝,言＋射
謝,言＋身＋寸
舎,舎
舎,人＋土＋口
授,授
授,扌＋受
授,扌＋爫＋冖＋又
修,修
修,亻＋丨＋㣊
修,亻＋丨＋攵＋彡
修,亻＋丨＋夂＋彡
述,述
述,辶＋朮
述,辶＋术
述,辶＋木＋丶
術,術
術,行＋朮
術,行＋术
術,彳＋亍＋朮
術,彳＋亍＋木＋丶
術,彳＋一＋丁＋朮
術,彳＋二＋亅＋朮
術,彳＋一＋丁＋木＋丶
術,彳＋二＋亅＋木＋丶
術,彳＋一＋亅＋朮
術,彳＋一＋亅＋木＋丶
準,準
準,淮＋十
準,氵＋隹＋十
序,序
序,广＋予
序,广＋龴＋乛＋亅
証,証
証,言＋正
証,言＋一＋止
承,承
招,招
招,扌＋召
招,扌＋刀＋口
常,常
常,龸＋吊
常,⺌＋冖＋口＋巾
常,丨＋丷＋冖＋口＋巾
状,状
状,丬＋犬
条,条
条,夂＋木
条,攵＋木
情,情
情,忄＋青
情,忄＋靑
情,忄＋龶＋月
情,忄＋龶＋円
職,職
職,耳＋戠
職,耳＋音＋戈
職,耳＋立＋日＋戈
織,織
織,糸＋戠
織,幺＋小＋音＋戈
織,幺＋小＋立＋日＋戈
製,製
製,制＋衣
製,丿＋一＋巾＋刂＋亠
精,精
精,米＋青
精,米＋靑
精,米＋龶＋月
精,米＋龶＋円
性,性
性,忄＋生
政,政
政,正＋攵
政,一＋止＋攵
制,制
制,丿＋一＋巾＋刂
勢,勢
勢,埶＋力
勢,坴＋丸＋力
勢,圥＋土＋九＋丶＋力
勢,土＋儿＋九＋丶＋力
税,税
税,禾＋兑
税,禾＋丷＋兄
税,禾＋丷＋口＋儿
責,責
責,龶＋貝
績,績
績,糸＋責
績,幺＋小＋龶＋貝
設,設
設,言＋殳
設,言＋几＋又
接,接
接,扌＋妾
接,扌＋立＋女
絶,絶
絶,糸＋色
絶,幺＋小＋巴
舌,舌
舌,千＋口
銭,銭
銭,金＋㦮
祖,祖
祖,礻＋且
素,素
素,龶＋糸
素,龶＋幺＋小
総,総
総,糸＋忩
総,幺＋小＋公＋心
総,幺＋小＋八＋厶＋心
増,増
増,土＋曽
増,土＋丷＋田＋日
像,像
像,亻＋象
造,造
造,辶＋告
造,辶＋吿
造,辶＋⺧＋口
造,辶＋牛＋口
造,辶＋丿＋土＋口
則,則
則,貝＋刂
測,測
測,氵＋則
測,氵＋貝＋刂
属,属
属,尸＋禹
損,損
損,扌＋員
損,扌＋口＋貝
貸,貸
貸,代＋貝
貸,亻＋弋＋貝
退,退
退,辶＋艮
態,態
態,能＋心
態,䏍＋匕＋心
態,厶＋月＋匕＋心
団,団
団,囗＋寸
断,断
断,米＋斤
築,築
築,筑＋木
築,竹＋巩＋木
築,竹＋工＋卂＋木
築,竹＋工＋凡＋木
築,竹＋工＋⺄＋十＋木
築,竹＋工＋几＋丶＋木
張,張
張,弓＋長
程,程
程,禾＋呈
程,禾＋口＋王
程,禾＋口＋壬
程,禾＋口＋丿＋士
提,提
提,扌＋是
提,扌＋日＋一＋龰
敵,敵
敵,啇＋攵
敵,亠＋丷＋冂＋古＋攵
敵,亠＋丷＋冂＋十＋口＋攵
適,適
適,辶＋啇
適,辶＋亠＋丷＋冂＋古
適,辶＋亠＋丷＋冂＋十＋口
統,統
統,糸＋充
統,幺＋小＋亠＋允
統,幺＋小＋亠＋厶＋儿
銅,銅
銅,金＋同
銅,金＋冂＋一＋口
導,導
導,道＋寸
導,辶＋首＋寸
導,辶＋丷＋一＋自＋寸
徳,徳
徳,彳＋十＋罒＋心
独,独
独,犭＋虫
任,任
任,亻＋壬
任,亻＋丿＋士
燃,燃
燃,火＋然
燃,火＋犬＋灬
能,能
能,䏍＋匕
能,厶＋月＋匕
破,破
破,石＋皮
破,丆＋口＋皮
破,一＋丿＋口＋皮
犯,犯
犯,犭＋㔾
版,版
版,片＋反
版,片＋厂＋又
判,判
判,半＋刂
判,丷＋二＋丨＋刂
判,丷＋一＋丨＋刂
肥,肥
肥,月＋巴
比,比
非,非
備,備
備,亻＋艹＋厂＋用
備,亻＋艹＋丆＋用
備,亻＋艹＋一＋丿＋用
俵,俵
俵,亻＋表
俵,亻＋龶
評,評
評,言＋平
評,言＋干＋丷
評,言＋干＋八
貧,貧
貧,分＋貝
貧,八＋刀＋貝
富,富
富,宀＋畐
富,宀＋一＋口＋田
布,布
布,巾
婦,婦
婦,女＋帚
婦,女＋彐＋冖＋巾
武,武
武,一＋弋＋止
復,復
復,彳＋复
復,彳＋𠂉＋日＋夂
複,複
複,衤＋复
複,衤＋𠂉＋日＋夂
仏,仏
仏,亻＋厶
編,編
編,糸＋扁
編,幺＋小＋戶＋冂＋卄
編,幺＋小＋戸＋冂＋卄
編,幺＋小＋戶＋冂＋一＋丨
編,幺＋小＋戸＋冂＋一＋丨
弁,弁
弁,厶＋廾
弁,厶＋一＋丿＋丨
保,保
保,亻＋呆
保,亻＋口＋木
墓,墓
墓,莫＋土
墓,艹＋旲＋土
墓,艹＋日＋大＋土
豊,豊
豊,曲＋豆
報,報
報,幸＋𠬝
報,幸＋㞋
報,幸＋卩＋又
報,幸＋尸＋又
防,防
防,阝＋方
暴,暴
暴,日＋㳟
暴,日＋共＋氺
暴,日＋共＋水
暴,日＋龷＋八＋氺
暴,日＋龷＋八＋水
暴,日＋卄＋一＋八＋氺
暴,日＋卄＋一＋八＋水
暴,日＋一＋丨＋八＋氺
暴,日＋一＋丨＋八＋水
夢,夢
夢,艹＋罒＋冖＋夕
務,務
務,矛＋务
務,予＋丿＋夂＋力
務,予＋丿＋攵＋力
務,龴＋乛＋亅＋丿＋夂＋力
務,龴＋乛＋亅＋丿＋攵＋力
迷,迷
迷,辶＋米
綿,綿
綿,糸＋帛
綿,幺＋小＋白＋巾
輸,輸
輸,車＋兪
輸,車＋俞
輸,車＋入＋一＋月＋巜
輸,車＋亼＋刖
輸,車＋人＋一＋月＋刂
余,余
余,人
預,預
預,予＋頁
預,龴＋乛＋亅＋頁
容,容
容,宀＋谷
容,宀＋八＋人＋口
率,率
率,玄＋十
率,亠＋幺＋十
略,略
略,田＋各
略,田＋夂＋口
留,留
留,刀＋田
領,領
領,令＋頁
領,亼＋龴＋頁
領,亽＋龴＋頁
領,人＋一＋龴＋頁
領,人＋丶＋龴＋頁
異,異
異,田＋共
異,田＋龷＋八
異,田＋卄＋一＋八
異,田＋一＋丨＋八
遺,遺
遺,辶＋貴
遺,辶＋中＋一＋貝
遺,辶＋口＋丨＋一＋貝
域,域
域,土＋或
域,土＋戈＋口＋一
宇,宇
宇,宀＋于
映,映
映,日＋央
沿,沿
沿,氵＋㕣
沿,氵＋八＋口
延,延
延,廴＋丿＋止
我,我
灰,灰
灰,厂＋火
閣,閣
閣,門＋各
閣,門＋夂＋口
革,革
拡,拡
拡,扌＋広
拡,扌＋广＋厶
割,割
割,害＋刂
割,宀＋龶＋口＋刂
割,宀＋丰＋口＋刂
割,宀＋三＋丨＋口＋刂
割,宀＋一＋丨＋口＋刂
株,株
株,木＋朱
簡,簡
簡,竹＋間
簡,竹＋門＋日
干,干
看,看
看,龵＋目
巻,巻
巻,龹＋己
巻,丷＋二＋人＋己
巻,八＋二＋人＋己
巻,丷＋一＋人＋己
巻,八＋一＋人＋己
危,危
危,厃＋㔾
危,⺈＋厂＋㔾
揮,揮
揮,扌＋軍
揮,扌＋冖＋車
机,机
机,木＋几
貴,貴
貴,中＋一＋貝
貴,口＋丨＋一＋貝
疑,疑
疑,匕＋矢＋龴＋疋
疑,匕＋矢＋龴＋乛＋龰
疑,匕＋矢＋龴＋乛＋止
吸,吸
吸,口＋及
郷,郷
郷,乡＋阝
胸,胸
胸,月＋匈
胸,月＋勹＋凶
胸,月＋勹＋凵＋㐅
供,供
供,亻＋共
供,亻＋龷＋八
供,亻＋卄＋一＋八
供,亻＋一＋丨＋八
筋,筋
筋,竹＋肋
筋,竹＋月＋力
勤,勤
勤,艹＋口＋丨＋一＋力
敬,敬
敬,苟＋攵
敬,艹＋句＋攵
敬,艹＋勹＋口＋攵
系,系
系,丿＋糸
系,丿＋幺＋小
警,警
警,敬＋言
警,苟＋攵＋言
警,艹＋句＋攵＋言
警,艹＋勹＋口＋攵＋言
劇,劇
劇,豦＋刂
劇,虍＋豕＋刂
劇,卜＋丿＋乛＋七＋豕＋刂
激,激
激,氵＋敫
激,氵＋白＋方＋攵
穴,穴
穴,宀＋八
絹,絹
絹,糸＋肙
絹,幺＋小＋口＋月
憲,憲
憲,宀＋龶＋罒＋心
憲,宀＋丰＋罒＋心
憲,宀＋三＋丨＋罒＋心
憲,宀＋一＋丨＋罒＋心
権,権
権,木＋隹
厳,厳
厳,⺍＋厂＋敢
厳,⺍＋厂＋丅＋耳＋攵
厳,⺍＋厂＋一＋丨＋耳＋攵
源,源
源,氵＋原
源,氵＋厂＋白＋小
己,己
呼,呼
呼,口＋乎
誤,誤
誤,言＋呉
誤,言＋吳
誤,言＋吴
誤,言＋口＋一＋八
誤,言＋口＋夨
誤,言＋口＋天
誤,言＋口＋一＋大
孝,孝
孝,耂＋子
皇,皇
皇,白＋王
后,后
后,⺁＋一＋口
紅,紅
紅,糸＋工
紅,幺＋小＋工
鋼,鋼
鋼,金＋岡
鋼,金＋冂＋䒑＋山
鋼,金＋冂＋丷＋一＋山
降,降
降,阝＋夅
降,阝＋夂＋㐄
穀,穀
穀,士＋冖＋禾＋殳
穀,士＋冖＋禾＋几＋又
刻,刻
刻,亥＋刂
刻,亠＋人＋刂
骨,骨
骨,冎＋月
困,困
困,囗＋木
砂,砂
砂,石＋少
砂,丆＋口＋小＋丿
砂,一＋丿＋口＋小
座,座
座,广＋坐
座,广＋从＋土
座,广＋人＋土
済,済
済,氵＋斉
済,氵＋齐＋一
済,氵＋文＋丿＋丨＋一
済,氵＋亠＋乂＋丿＋丨＋一
裁,裁
裁,十＋戈＋衣
裁,十＋戈＋亠
策,策
策,竹＋朿
策,竹＋木
冊,冊
冊,冂＋丨＋一
蚕,蚕
蚕,天＋虫
蚕,一＋大＋虫
誌,誌
誌,言＋志
誌,言＋士＋心
視,視
視,礻＋見
私,私
私,禾＋厶
詞,詞
詞,言＋司
詞,言＋一＋口
至,至
至,一＋厶＋土
姿,姿
姿,次＋女
姿,冫＋欠＋女
姿,冫＋丿＋乛＋人＋女
磁,磁
磁,石＋兹
磁,石＋玆
磁,丆＋口＋䒑＋幺
磁,丆＋口＋玄
磁,一＋丿＋口＋丷＋幺
磁,一＋丿＋口＋亠＋幺
捨,捨
捨,扌＋舎
捨,扌＋人＋土＋口
射,射
射,身＋寸
尺,尺
尺,尸＋乀
若,若
若,艹＋右
若,艹＋丿＋一＋口
樹,樹
樹,木＋尌
樹,木＋壴＋寸
樹,木＋十＋豆＋寸
宗,宗
宗,宀＋示
収,収
収,丩＋又
衆,衆
衆,血＋乑
衆,丿＋皿＋乑
就,就
就,京＋尤
就,亠＋口＋小＋尢＋丶
就,亠＋口＋小＋一＋丿＋乚＋丶
従,従
従,彳＋䒑＋龰
従,彳＋丷＋一＋龰
縦,縦
縦,糸＋従
縦,幺＋小＋彳＋䒑＋龰
縦,幺＋小＋彳＋丷＋一＋龰
縮,縮
縮,糸＋宿
縮,幺＋小＋宀＋佰
縮,幺＋小＋宀＋亻＋百
縮,幺＋小＋宀＋亻＋一＋白
熟,熟
熟,孰＋灬
熟,享＋丸＋灬
熟,亠＋口＋子＋九＋丶＋灬
純,純
純,糸＋屯
純,幺＋小＋丿＋凵＋乚
署,署
署,罒＋者
署,罒＋耂＋日
処,処
処,夂＋几
諸,諸
諸,言＋者
諸,言＋耂＋日
除,除
除,阝＋余
除,阝＋人
傷,傷
傷,亻＋昜
傷,亻＋旦＋勿
傷,亻＋日＋一＋勹＋丿
障,障
障,阝＋章
障,阝＋立＋早
障,阝＋立＋日＋十
将,将
将,丬＋寽
将,丬＋爫＋寸
城,城
城,土＋成
城,土＋戊
城,土＋丿＋戈
蒸,蒸
蒸,艹＋烝
蒸,艹＋丞＋灬
蒸,艹＋氶＋一＋灬
針,針
針,金＋十
仁,仁
仁,亻＋二
仁,亻＋一
推,推
推,扌＋隹
垂,垂
寸,寸
誠,誠
誠,言＋成
誠,言＋戊
誠,言＋丿＋戈
聖,聖
聖,耳＋口＋王
聖,耳＋口＋壬
聖,耳＋口＋丿＋士
盛,盛
盛,成＋皿
盛,戊＋皿
盛,丿＋戈＋皿
専,専
専,一＋日＋丨＋寸
宣,宣
宣,宀＋亘
宣,宀＋一＋旦
宣,宀＋一＋日
染,染
染,氿＋木
染,氵＋九＋木
泉,泉
泉,白＋水
洗,洗
洗,氵＋先
洗,氵＋丿＋十＋兀
洗,氵＋丿＋十＋一＋儿
善,善
善,羊＋䒑＋口
善,羊＋丷＋一＋口
層,層
層,尸＋曽
層,尸＋丷＋田＋日
装,装
装,壮＋衣
装,丬＋士＋亠
奏,奏
奏,三＋人＋天
奏,三＋人＋夭
奏,一＋人＋丿＋大
操,操
操,扌＋喿
操,扌＋品＋木
操,扌＋口＋吅＋木
創,創
創,倉＋刂
創,亼＋口＋刂
創,亽＋口＋刂
創,人＋一＋口＋刂
創,人＋丶＋口＋刂
窓,窓
窓,穴＋厶＋心
窓,宀＋八＋厶＋心
蔵,蔵
蔵,艹＋戊＋臣
蔵,艹＋丿＋戈＋臣
臓,臓
臓,月＋蔵
臓,月＋艹＋戊＋臣
臓,月＋艹＋丿＋戈＋臣
尊,尊
尊,酋＋寸
尊,八＋酉＋寸
尊,丷＋酉＋寸
存,存
存,一＋丿＋丨＋子
宅,宅
宅,宀＋乇
宅,宀＋丿＋七
探,探
探,扌＋罙
探,扌＋㓁＋木
探,扌＋冖＋儿＋木
探,扌＋冖＋八＋木
担,担
担,扌＋旦
担,扌＋日＋一
誕,誕
誕,言＋延
誕,言＋廴＋丿＋止
暖,暖
暖,日＋爰
暖,日＋爫＋一＋友
暖,日＋爫＋一＋又
段,段
段,殳
段,几＋又
値,値
値,亻＋直
値,亻＋十＋目
宙,宙
宙,宀＋由
忠,忠
忠,中＋心
忠,口＋丨＋心
著,著
著,艹＋者
著,艹＋耂＋日
潮,潮
潮,氵＋朝
潮,氵＋龺＋月
潮,氵＋十＋日＋月
頂,頂
頂,丁＋頁
頂,一＋亅＋頁
庁,庁
庁,广＋丁
庁,广＋一＋亅
賃,賃
賃,任＋貝
賃,亻＋壬＋貝
賃,亻＋丿＋士＋貝
痛,痛
痛,疒＋甬
痛,疒＋龴＋用
展,展
展,尸
党,党
党,龸＋兄
党,⺌＋冖＋口＋儿
党,丨＋丷＋冖＋口＋儿
討,討
討,言＋寸
糖,糖
糖,米＋唐
糖,米＋广＋肀＋口
届,届
届,尸＋由
難,難
難,艹＋口＋夫＋隹
難,艹＋口＋二＋人＋隹
難,艹＋口＋一＋人＋隹
乳,乳
乳,孚＋乚
乳,爫＋子＋乚
認,認
認,言＋忍
認,言＋刃＋心
認,言＋刀＋丶＋心
認,言＋刀＋丿＋心
脳,脳
脳,月＋⺍＋凶
脳,月＋⺍＋凵＋㐅
納,納
納,糸＋内
納,糸＋內
納,幺＋小＋冂＋人
納,幺＋小＋冂＋入
派,派
派,氵＋𠂢
派,氵＋𠂆
肺,肺
肺,月＋巿
肺,月＋市
肺,月＋一＋巾
肺,月＋亠＋巾
背,背
背,北＋月
俳,俳
俳,亻＋非
拝,拝
拝,扌＋一＋丨
班,班
班,王
晩,晩
晩,日＋免
否,否
否,不＋口
秘,秘
秘,禾＋必
秘,禾＋心＋丿
批,批
批,扌＋比
腹,腹
腹,月＋复
腹,月＋𠂉＋日＋夂
奮,奮
奮,奞＋田
奮,大＋隹＋田
陛,陛
陛,阝＋坒
陛,阝＋比＋土
並,並
並,䒑＋业
並,丷＋一＋业
閉,閉
閉,門＋才
補,補
補,衤＋甫
暮,暮
暮,莫＋日
暮,艹＋旲＋日
暮,艹＋日＋大
訪,訪
訪,言＋方
宝,宝
宝,宀＋玉
宝,宀＋王＋丶
棒,棒
棒,木＋奉
棒,木＋三＋人＋二＋丨
棒,木＋一＋人＋丨
忘,忘
忘,亡＋心
忘,亠＋心
亡,亡
亡,亠
枚,枚
枚,木＋攵
幕,幕
幕,莫＋巾
幕,艹＋旲＋巾
幕,艹＋日＋大＋巾
密,密
密,宓＋山
密,宀＋必＋山
密,宀＋心＋丿＋山
盟,盟
盟,明＋皿
盟,日＋月＋皿
模,模
模,木＋莫
模,木＋艹＋旲
模,木＋艹＋日＋大
訳,訳
訳,言＋尺
訳,言＋尸＋乀
優,優
優,亻＋憂
優,亻＋㥑＋夂
優,亻＋心＋夂
郵,郵
郵,垂＋阝
幼,幼
幼,幺＋力
翌,翌
翌,羽＋立
欲,欲
欲,谷＋欠
欲,八＋人＋口＋丿＋乛
卵,卵
卵,卪
卵,卩＋丶
乱,乱
乱,舌＋乚
乱,千＋口＋乚
覧,覧
覧,臣＋𠂉＋一＋見
裏,裏
裏,衣＋里
裏,亠＋甲＋二
裏,亠＋甲＋一
律,律
律,彳＋聿
律,彳＋肀＋二
律,彳＋肀＋一
臨,臨
臨,臣＋𠂉＋品
臨,臣＋𠂉＋口＋吅
論,論
論,言＋侖
論,言＋亼＋冂＋卄
論,言＋人＋一＋冂＋丨
握,握
握,扌＋屋
握,扌＋尸＋至
握,扌＋尸＋一＋厶＋土
扱,扱
扱,扌＋及
依,依
依,亻＋衣
依,亻＋亠
威,威
威,戌＋女
威,戊＋一＋女
威,丿＋戈＋一＋女
偉,偉
偉,亻＋韋
偉,亻＋口＋㐄
為,為
為,丶＋丿＋灬
違,違
違,辶＋韋
違,辶＋口＋㐄
緯,緯
緯,糸＋韋
緯,幺＋小＋口＋㐄
維,維
維,糸＋隹
維,幺＋小＋隹
壱,壱
壱,士＋冖＋匕
芋,芋
芋,艹＋于
隠,隠
隠,阝＋爫＋彐＋心
陰,陰
陰,阝＋侌
陰,阝＋今＋云
陰,阝＋亼＋二＋厶
陰,阝＋亽＋二＋厶
陰,阝＋人＋丶＋一＋厶
鋭,鋭
鋭,金＋兑
鋭,金＋丷＋兄
鋭,金＋丷＋口＋儿
影,影
影,景＋彡
影,日＋京＋彡
影,日＋亠＋口＋小＋彡
越,越
越,走＋戉
越,土＋龰＋戈
援,援
援,扌＋爰
援,扌＋爫＋一＋友
援,扌＋爫＋一＋又
縁,縁
縁,糸＋彐
縁,幺＋小＋彐
煙,煙
煙,火＋垔
煙,火＋西＋土
煙,火＋覀＋土
煙,火＋襾＋土
煙,火＋一＋儿＋口＋土
鉛,鉛
鉛,金＋㕣
鉛,金＋八＋口
汚,汚
汚,氵＋亐
汚,氵＋一＋二
押,押
押,扌＋甲
奥,奥
奥,丿＋冂＋米＋大
憶,憶
憶,忄＋意
憶,忄＋音＋心
憶,忄＋立＋日＋心
菓,菓
菓,艹＋果
菓,艹＋日＋木
箇,箇
箇,竹＋固
箇,竹＋囗＋古
箇,竹＋囗＋十＋口
暇,暇
暇,日＋叚
暇,日＋又
雅,雅
雅,牙＋隹
介,介
介,人＋丿＋丨
壊,壊
壊,土＋十＋罒＋衣
壊,土＋十＋罒＋亠
戒,戒
戒,戈＋廾
戒,戈＋一＋丿＋丨
皆,皆
皆,比＋白
較,較
較,車＋交
較,車＋亠＋父
較,車＋亠＋八＋乂
較,車＋亠＋八＋丿
獲,獲
獲,犭＋蒦
獲,犭＋艹＋隻
獲,犭＋艹＋隹＋又
刈,刈
刈,㐅＋刂
甘,甘
監,監
監,臣＋𠂉＋一＋皿
汗,汗
汗,氵＋干
歓,歓
歓,隹＋欠
歓,隹＋丿＋乛＋人
勧,勧
勧,隹＋力
乾,乾
乾,龺＋乞
乾,十＋日＋𠂉＋乙
鑑,鑑
鑑,金＋監
鑑,金＋臣＋𠂉＋一＋皿
環,環
環,王＋睘
環,王＋罒＋一＋口
含,含
含,今＋口
含,亼＋口
含,亽＋口
含,人＋一＋口
含,人＋丶＋口
奇,奇
奇,大＋可
奇,大＋丁＋口
奇,大＋一＋亅＋口
鬼,鬼
祈,祈
祈,礻＋斤
輝,輝
輝,光＋軍
輝,⺌＋兀＋冖＋車
